"nama_lengkap","gender","age","length_service","absent_hour","distribution_centers_id","distribution_centers_name","latitude","longitude","jumlah_produk"
"Coakley Gregory","M","46.88341422","4.816503754","118.5055589",4,"Los Angeles CA","34.05","-118.25","2761"
"Cockrell Leon","M","49.41943801","2.968750857","108.7581427",4,"Los Angeles CA","34.05","-118.25","2761"
"Cockrum Chris","M","37.43010409","3.06699945","16.97306508",4,"Los Angeles CA","34.05","-118.25","2761"
"Cohan Nancy","F","41.00457163","3.527398928","57.15464372",4,"Los Angeles CA","34.05","-118.25","2761"
"Coldiron Pearlie","F","44.16166654","7.740826284","92.07815765",4,"Los Angeles CA","34.05","-118.25","2761"
"Cole Rey","M","31.79779146","5.275491274","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Coleman David","M","30.55156977","4.994952013","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Coley Linda","F","38.11030131","2.022640963","35.01126791",4,"Los Angeles CA","34.05","-118.25","2761"
"Collins Kristen","F","45.03213094","6.121339477","92.27183558",4,"Los Angeles CA","34.05","-118.25","2761"
"Colon Anthony","M","51.15676885","5.641297334","107.2322114",4,"Los Angeles CA","34.05","-118.25","2761"
"Colon Esther","F","52.4172937","4.909043845","155.7555157",4,"Los Angeles CA","34.05","-118.25","2761"
"Conforti Barbara","F","59.70502936","4.978921211","167.4281808",4,"Los Angeles CA","34.05","-118.25","2761"
"Conley Leon","M","31.4441356","4.795929648","5.2918351",4,"Los Angeles CA","34.05","-118.25","2761"
"Conner Robert","M","51.41642332","3.307455631","58.29207535",4,"Los Angeles CA","34.05","-118.25","2761"
"Cook Judith","F","35.68950786","2.900021719","33.71280898",4,"Los Angeles CA","34.05","-118.25","2761"
"Cooke Paul","M","47.00886294","3.673272458","44.77634208",4,"Los Angeles CA","34.05","-118.25","2761"
"Cooper James","M","53.48756099","5.033521703","99.97543406",4,"Los Angeles CA","34.05","-118.25","2761"
"Cooper Mary","F","46.91463363","4.446750527","46.50862384",4,"Los Angeles CA","34.05","-118.25","2761"
"Corcoran Cassandra","F","48.73561807","5.43412175","75.48601993",4,"Los Angeles CA","34.05","-118.25","2761"
"Cordero Dwight","M","23.00959282","3.136222092","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Corley William","M","56.52265759","3.831049076","102.773244",4,"Los Angeles CA","34.05","-118.25","2761"
"Corn Rebecca","F","43.89448478","4.506071654","104.4353032",4,"Los Angeles CA","34.05","-118.25","2761"
"Council Dominic","M","31.49367344","4.148646222","5.013204201",4,"Los Angeles CA","34.05","-118.25","2761"
"Courtney Ruth","F","36.50459398","3.012150238","29.28236651",4,"Los Angeles CA","34.05","-118.25","2761"
"Cousins Jessica","F","26.67920383","4.850275414","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Cox Frank","M","44.41256187","5.928443231","53.54367021",4,"Los Angeles CA","34.05","-118.25","2761"
"Cox Sharon","F","51.90913395","5.530085051","153.0558933",4,"Los Angeles CA","34.05","-118.25","2761"
"Cox Wilmer","M","61.98981339","3.522571414","176.472241",4,"Los Angeles CA","34.05","-118.25","2761"
"Cranford Elizabeth","F","53.64600509","3.734095878","122.6555212",4,"Los Angeles CA","34.05","-118.25","2761"
"Crews Tara","F","57.60243053","6.571685757","140.3673166",4,"Los Angeles CA","34.05","-118.25","2761"
"Crochet Tyree","M","53.98865801","2.89082749","114.8334728",4,"Los Angeles CA","34.05","-118.25","2761"
"Croft Allison","F","31.82010523","4.784007046","45.03824543",4,"Los Angeles CA","34.05","-118.25","2761"
"Crosby Margaret","F","37.86731984","3.654500905","14.5278775",4,"Los Angeles CA","34.05","-118.25","2761"
"Crownover Kenneth","M","45.09141881","6.753842365","98.98914301",4,"Los Angeles CA","34.05","-118.25","2761"
"Crum Leann","F","25.5227547","6.506830638","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Cruz Carl","M","33.87128849","6.681819429","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Culpepper David","M","52.52590441","2.271752135","125.5323824",4,"Los Angeles CA","34.05","-118.25","2761"
"Dade Bessie","F","40.57904438","6.451635575","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Dagostino Randy","M","33.65654567","6.539834695","19.81942985",4,"Los Angeles CA","34.05","-118.25","2761"
"Daigle Myrtle","F","48.88095882","5.730816679","93.83502921",4,"Los Angeles CA","34.05","-118.25","2761"
"Daley Terri","F","39.45337224","5.035905797","45.18025375",4,"Los Angeles CA","34.05","-118.25","2761"
"Dalke Kathleen","F","60.33298474","4.683247682","175.0150802",4,"Los Angeles CA","34.05","-118.25","2761"
"Dandrea Ida","F","42.31346823","4.416133416","89.36444787",4,"Los Angeles CA","34.05","-118.25","2761"
"Dardar Lorene","F","37.83917404","4.234439411","50.23877194",4,"Los Angeles CA","34.05","-118.25","2761"
"Davis Bill","M","51.81964556","1.754525929","70.69265405",4,"Los Angeles CA","34.05","-118.25","2761"
"Davis Michael","M","49.737079","31.737079","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Davis Rebecca","F","34.18816571","4.314399924","38.49705227",4,"Los Angeles CA","34.05","-118.25","2761"
"Davis Susan","F","45.18557692","5.448827437","82.20343689",4,"Los Angeles CA","34.05","-118.25","2761"
"Deason James","M","43.10198949","4.77369975","57.33340905",4,"Los Angeles CA","34.05","-118.25","2761"
"Delacruz Carol","F","45.68896544","4.371860577","48.50632154",4,"Los Angeles CA","34.05","-118.25","2761"
"Delacruz Jonathan","M","42.67830957","4.894852786","72.5388464",4,"Los Angeles CA","34.05","-118.25","2761"
"Delarosa Ramona","F","37.56385614","6.598395599","52.21436564",4,"Los Angeles CA","34.05","-118.25","2761"
"Delisle Katrina","F","29.89262806","3.620472145","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Deluca Michael","M","44.77370809","2.957926662","109.4167478",4,"Los Angeles CA","34.05","-118.25","2761"
"Delvalle Edward","M","35.69787561","3.619091448","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Demasi Ernest","M","37.0944547","6.067956245","25.75409344",4,"Los Angeles CA","34.05","-118.25","2761"
"Demers Dina","F","47.19193577","5.20391183","123.3573215",4,"Los Angeles CA","34.05","-118.25","2761"
"Dengler Irving","M","30.72702554","4.718018062","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Dillard Martha","F","42.88195089","3.83973927","56.74872777",4,"Los Angeles CA","34.05","-118.25","2761"
"Dodson Gerald","M","48.77286599","4.718565688","44.96849903",4,"Los Angeles CA","34.05","-118.25","2761"
"Dolphin Peggy","F","30.3886369","4.352467199","36.34693862",4,"Los Angeles CA","34.05","-118.25","2761"
"Donovan Maria","F","35.12960938","4.210665334","11.40750793",4,"Los Angeles CA","34.05","-118.25","2761"
"Doty Nathan","M","36.02567667","1.881987834","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Downing William","M","39.37543201","5.576434094","34.28188711",4,"Los Angeles CA","34.05","-118.25","2761"
"Drew Kassie","F","43.90844187","5.423276949","33.19491399",4,"Los Angeles CA","34.05","-118.25","2761"
"Driggers Josefa","F","24.58069868","5.696753348","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Duke Sarah","F","36.80294815","4.241829829","59.7996984",4,"Los Angeles CA","34.05","-118.25","2761"
"Dumas George","M","40.80308129","6.461308625","2.463030869",4,"Los Angeles CA","34.05","-118.25","2761"
"Dunbar Amanda","F","38.94678587","1.061191357","56.55315512",4,"Los Angeles CA","34.05","-118.25","2761"
"Duncan Ida","F","40.20524756","4.245952351","86.14953026",4,"Los Angeles CA","34.05","-118.25","2761"
"Dupree Ryan","M","47.53765535","4.118329289","69.01600253",4,"Los Angeles CA","34.05","-118.25","2761"
"Duran Margie","F","39.3065906","4.882306905","44.0469685",4,"Los Angeles CA","34.05","-118.25","2761"
"Duran Wallace","M","46.12334517","3.681869874","110.032094",4,"Los Angeles CA","34.05","-118.25","2761"
"Duvall Gina","F","49.67844","12.688541","57.22786992",4,"Los Angeles CA","34.05","-118.25","2761"
"Easley Richard","M","46.74991756","6.27829924","48.55457347",4,"Los Angeles CA","34.05","-118.25","2761"
"Easton Buddy","M","39.13415716","6.560006432","39.06775919",4,"Los Angeles CA","34.05","-118.25","2761"
"Eastridge Alvin","M","54.37394171","5.902829005","92.4677711",4,"Los Angeles CA","34.05","-118.25","2761"
"Eckert Tiffany","F","43.56235916","2.893892605","63.88600906",4,"Los Angeles CA","34.05","-118.25","2761"
"Edison Lula","F","30.93494438","5.127946746","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Edwards Joseph","M","36.89361963","7.505506544","66.71482062",4,"Los Angeles CA","34.05","-118.25","2761"
"Ehrlich Claribel","F","28.70191783","5.372453969","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Eide Kimberly","F","32.70648158","2.567385084","14.59875417",4,"Los Angeles CA","34.05","-118.25","2761"
"Elledge David","M","41.2640973","5.23082667","52.18802885",4,"Los Angeles CA","34.05","-118.25","2761"
"Elliott Anthony","M","45.15006009","4.729283529","82.35486034",4,"Los Angeles CA","34.05","-118.25","2761"
"Ellis Judith","F","37.43606578","3.51934578","61.68327466",4,"Los Angeles CA","34.05","-118.25","2761"
"Ellis Stephanie","F","27.14409147","5.360599322","15.82353175",4,"Los Angeles CA","34.05","-118.25","2761"
"Elmore Alfred","M","54.43216037","4.243228337","111.0545762",4,"Los Angeles CA","34.05","-118.25","2761"
"Elwell Joseph","M","32.07289436","3.264690996","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Emig Lynda","F","36.67232178","4.533133595","15.1707435",4,"Los Angeles CA","34.05","-118.25","2761"
"English John","M","34.18375305","3.356526878","11.14178863",4,"Los Angeles CA","34.05","-118.25","2761"
"Eppler Kathleen","F","50.49493564","4.364766189","118.452088",4,"Los Angeles CA","34.05","-118.25","2761"
"Epps Frank","M","31.9747352","5.961676515","51.009789",4,"Los Angeles CA","34.05","-118.25","2761"
"Ervin Dallas","M","39.1418094","4.476188042","35.59357182",4,"Los Angeles CA","34.05","-118.25","2761"
"Evans Corina","F","58.28036639","6.972050678","164.6286783",4,"Los Angeles CA","34.05","-118.25","2761"
"Evans Kimberly","F","43.84223162","5.710405134","76.64685289",4,"Los Angeles CA","34.05","-118.25","2761"
"Evans Shannon","F","32.09757637","5.57305231","4.09517315",4,"Los Angeles CA","34.05","-118.25","2761"
"Fagin Douglas","M","30.10802029","3.62436914","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Farley Jerry","M","41.24735452","6.426720249","52.38401943",4,"Los Angeles CA","34.05","-118.25","2761"
"Farrar Sandra","F","38.48326332","1.609619858","46.93052013",4,"Los Angeles CA","34.05","-118.25","2761"
"Febus Patrick","M","34.0519545","5.283463523","20.49250632",4,"Los Angeles CA","34.05","-118.25","2761"
"Felton David","M","36.10160368","6.509523622","55.46700115",4,"Los Angeles CA","34.05","-118.25","2761"
"Fernandez Jennifer","F","31.30475054","4.667194146","23.91062766",4,"Los Angeles CA","34.05","-118.25","2761"
"Fisher William","M","39.90448186","4.003956834","13.65525787",4,"Los Angeles CA","34.05","-118.25","2761"
"Flanagan Gary","M","39.04573412","3.543042658","72.74661574",4,"Los Angeles CA","34.05","-118.25","2761"
"Fleener Gladys","F","29.71842929","2.822409292","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Fleming Ivory","F","28.62034234","2.189514607","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Flora Tony","M","40.34302658","3.963923462","29.15055066",4,"Los Angeles CA","34.05","-118.25","2761"
"Flores Carol","F","42.45134814","4.728011279","59.11202897",4,"Los Angeles CA","34.05","-118.25","2761"
"Folse John","M","40.42378024","3.666169116","57.74097365",4,"Los Angeles CA","34.05","-118.25","2761"
"Forbush John","M","34.13572767","6.128701355","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Ford Carol","F","44.10330834","8.318414306","52.96355378",4,"Los Angeles CA","34.05","-118.25","2761"
"Ford Gary","M","44.1497595","5.022509266","62.57576388",4,"Los Angeles CA","34.05","-118.25","2761"
"Foret Cecilia","F","37.51970066","5.21202521","85.93508829",4,"Los Angeles CA","34.05","-118.25","2761"
"Forney Robert","M","67.18533432","5.904393329","191.3889449",4,"Los Angeles CA","34.05","-118.25","2761"
"Foster Jared","M","15.76574664","6.230916453","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Fowler Thomas","M","22.40636895","2.423206405","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Fraise Michael","M","43.47315784","3.371480978","44.00211803",4,"Los Angeles CA","34.05","-118.25","2761"
"Francois Craig","M","48.28705295","3.631024924","66.48239034",4,"Los Angeles CA","34.05","-118.25","2761"
"Franklin Dennis","M","51.23534465","7.620597092","89.19139158",4,"Los Angeles CA","34.05","-118.25","2761"
"Freeman Elizabeth","F","51.86057649","5.275900475","125.7628172",4,"Los Angeles CA","34.05","-118.25","2761"
"Freeman Margarita","F","37.67394552","2.373338159","63.68813269",4,"Los Angeles CA","34.05","-118.25","2761"
"Freeman Robert","M","47.13927829","3.867495313","111.0854155",4,"Los Angeles CA","34.05","-118.25","2761"
"Freeman Trey","M","49.26599443","4.089700338","93.50036243",4,"Los Angeles CA","34.05","-118.25","2761"
"Friedman Donald","M","59.90481405","1.218848639","119.7719551",4,"Los Angeles CA","34.05","-118.25","2761"
"Frost Tommy","M","32.08851139","3.992464404","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Fuller Audrey","F","37.6954542","5.332255637","74.39139584",4,"Los Angeles CA","34.05","-118.25","2761"
"Fulton Ryan","M","23.62449749","5.55265489","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Funkhouser Allen","M","53.5625548","6.225067872","113.054897",4,"Los Angeles CA","34.05","-118.25","2761"
"Futrell Nina","F","43.67717001","3.600751716","92.62485615",4,"Los Angeles CA","34.05","-118.25","2761"
"Gaines Lesley","F","42.12994378","7.684732873","76.36928976",4,"Los Angeles CA","34.05","-118.25","2761"
"Galvin Essie","F","34.76483776","4.840892632","24.32163975",4,"Los Angeles CA","34.05","-118.25","2761"
"Garcia Peggy","F","30.63493241","4.434202443","16.47112757",4,"Los Angeles CA","34.05","-118.25","2761"
"Garcia Stephanie","F","37.69139311","1.595570775","9.832914008",4,"Los Angeles CA","34.05","-118.25","2761"
"Garren Claudia","F","66.52841235","5.229017856","189.8431148",4,"Los Angeles CA","34.05","-118.25","2761"
"Garza Edna","F","56.11714979","4.210935262","131.5082988",4,"Los Angeles CA","34.05","-118.25","2761"
"Gates David","M","40.27883738","6.922776549","21.56417379",4,"Los Angeles CA","34.05","-118.25","2761"
"Gibson Brian","M","58.50391775","6.114620365","149.7913221",4,"Los Angeles CA","34.05","-118.25","2761"
"Gibson Virginia","F","41.51725159","6.500303721","63.71158251",4,"Los Angeles CA","34.05","-118.25","2761"
"Giles Brittany","F","31.98807499","4.515954033","12.07320912",4,"Los Angeles CA","34.05","-118.25","2761"
"Gillespie John","M","40.97714778","1.183427582","22.23395145",4,"Los Angeles CA","34.05","-118.25","2761"
"Gilstrap Lore","F","42.90805705","1.618071867","90.92647779",4,"Los Angeles CA","34.05","-118.25","2761"
"Glasco Gregory","M","57.335691","39.335691","52.25695072",4,"Los Angeles CA","34.05","-118.25","2761"
"Gleason Willie","M","45.21580453","3.147305318","85.52507109",4,"Los Angeles CA","34.05","-118.25","2761"
"Godbout Paula","F","42.40104084","4.863092179","57.8577231",4,"Los Angeles CA","34.05","-118.25","2761"
"Goddard Richard","M","38.32389933","3.988733831","49.62338933",4,"Los Angeles CA","34.05","-118.25","2761"
"Gomez James","M","33.79616463","4.600116161","28.34117804",4,"Los Angeles CA","34.05","-118.25","2761"
"Gonzales Michael","M","39.29409796","4.249454628","37.67060184",4,"Los Angeles CA","34.05","-118.25","2761"
"Goodwin Graham","M","30.20951477","6.716411417","8.575940732",4,"Los Angeles CA","34.05","-118.25","2761"
"Grady Kimberly","F","47.32952941","2.177975296","125.5961334",4,"Los Angeles CA","34.05","-118.25","2761"
"Gragg Barney","M","36.88527567","6.021379591","49.0159744",4,"Los Angeles CA","34.05","-118.25","2761"
"Graham John","M","34.34853497","3.652801631","45.53820542",4,"Los Angeles CA","34.05","-118.25","2761"
"Gran Mark","M","17.67366045","4.500434601","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Grant Robert","M","37.92529186","3.43052666","18.43653714",4,"Los Angeles CA","34.05","-118.25","2761"
"Gray Eric","M","40.9381678","5.600743632","6.522189585",4,"Los Angeles CA","34.05","-118.25","2761"
"Greear John","M","57.8239203","3.365789001","153.0796696",4,"Los Angeles CA","34.05","-118.25","2761"
"Green Anna","F","41.02016162","3.001312253","67.65092244",4,"Los Angeles CA","34.05","-118.25","2761"
"Green Leslie","M","27.87707584","4.639652024","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Greene Kristy","F","44.44288727","5.367758051","74.66189434",4,"Los Angeles CA","34.05","-118.25","2761"
"Gregory Harry","M","34.68455674","3.144037175","19.84365163",4,"Los Angeles CA","34.05","-118.25","2761"
"Grissom Betty","F","44.33092635","3.726068095","144.2486817",4,"Los Angeles CA","34.05","-118.25","2761"
"Gunn Donald","M","56.47395463","4.337916878","87.09529527",4,"Los Angeles CA","34.05","-118.25","2761"
"Guzman Jerry","M","41.26555678","5.32791938","67.0948315",4,"Los Angeles CA","34.05","-118.25","2761"
"Hack Sheryl","F","31.72665413","5.914577929","79.48201393",4,"Los Angeles CA","34.05","-118.25","2761"
"Hadley Mark","M","47.13101102","5.384524468","64.34202173",4,"Los Angeles CA","34.05","-118.25","2761"
"Hagen William","M","33.34098631","4.874837302","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Haines Maxine","F","27.05558412","3.769972247","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Hajek Mike","M","29.91538525","4.122487604","3.175316673",4,"Los Angeles CA","34.05","-118.25","2761"
"Hall Gloria","F","33.02012678","3.417576037","31.19846638",4,"Los Angeles CA","34.05","-118.25","2761"
"Hall Gloria","F","45.18913873","6.564016533","106.7906558",4,"Los Angeles CA","34.05","-118.25","2761"
"Hammer Joseph","M","33.9330825","3.887311139","39.09041607",4,"Los Angeles CA","34.05","-118.25","2761"
"Hancock Nellie","F","57.2069803","5.116556863","120.7676112",4,"Los Angeles CA","34.05","-118.25","2761"
"Hansen William","M","56.22851771","4.174940389","108.0014656",4,"Los Angeles CA","34.05","-118.25","2761"
"Hargrove Evangeline","F","28.18383585","4.402000212","57.42636037",4,"Los Angeles CA","34.05","-118.25","2761"
"Harris Bessie","F","42.16687234","3.493662856","21.87029265",4,"Los Angeles CA","34.05","-118.25","2761"
"Harris Esther","F","57.11173969","2.745986217","136.8234378",4,"Los Angeles CA","34.05","-118.25","2761"
"Harte Vanessa","F","50.35361623","3.006138301","124.2025327",4,"Los Angeles CA","34.05","-118.25","2761"
"Hartsfield William","M","42.4588334","4.854636183","69.77650347",4,"Los Angeles CA","34.05","-118.25","2761"
"Hass Lisa","F","51.18430761","5.359798417","147.8211711",4,"Los Angeles CA","34.05","-118.25","2761"
"Hatcher Douglas","M","38.46173076","4.988859533","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Haveman Melinda","F","38.73361127","4.693169974","53.18199049",4,"Los Angeles CA","34.05","-118.25","2761"
"Haynes Roland","M","49.26123626","6.496266767","60.55002965",4,"Los Angeles CA","34.05","-118.25","2761"
"Headley Belle","F","39.48935994","6.060194983","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Henderson Pauline","F","52.67305175","5.380504767","93.92901195",4,"Los Angeles CA","34.05","-118.25","2761"
"Herbert Andrew","M","34.20102154","6.76854378","30.28803999",4,"Los Angeles CA","34.05","-118.25","2761"
"Hernandez Charles","M","28.47818391","2.022084548","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Hernandez Steven","M","37.47613071","3.400392221","32.72192631",4,"Los Angeles CA","34.05","-118.25","2761"
"Herrera Celia","F","59.67265631","4.473732586","161.8550335",4,"Los Angeles CA","34.05","-118.25","2761"
"Herrera Debbie","F","43.74674229","3.655392384","135.6642791",4,"Los Angeles CA","34.05","-118.25","2761"
"Herrera Lisa","F","46.31080654","6.848077783","82.202795",4,"Los Angeles CA","34.05","-118.25","2761"
"Herron Timothy","M","36.18383109","4.026255363","5.114542903",4,"Los Angeles CA","34.05","-118.25","2761"
"Higgins Roger","M","44.81843165","4.796230499","62.93823977",4,"Los Angeles CA","34.05","-118.25","2761"
"Hill Eula","F","51.24797624","5.673419015","122.6480778",4,"Los Angeles CA","34.05","-118.25","2761"
"Hill Wendy","F","44.67755376","2.915989216","90.33658025",4,"Los Angeles CA","34.05","-118.25","2761"
"Hines Donald","M","51.16602887","4.768477242","53.51901606",4,"Los Angeles CA","34.05","-118.25","2761"
"Hines Jerry","M","43.98601724","5.39144539","47.29822533",4,"Los Angeles CA","34.05","-118.25","2761"
"Hoffer Armando","M","33.6984413","4.722370655","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Holland Sharon","F","46.2738417","4.701355995","85.98958762",4,"Los Angeles CA","34.05","-118.25","2761"
"Holmes Gary","M","50.72297135","1.601283914","90.10914205",4,"Los Angeles CA","34.05","-118.25","2761"
"Honea Mary","F","47.65440775","4.454332902","58.37849594",4,"Los Angeles CA","34.05","-118.25","2761"
"Hooper Agustin","M","34.19437905","6.356345043","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Horan George","M","53.89310286","7.162161066","120.3754855",4,"Los Angeles CA","34.05","-118.25","2761"
"Hornbuckle Marni","F","54.17963885","4.890820433","104.3090411",4,"Los Angeles CA","34.05","-118.25","2761"
"Howard Sarah","F","41.9973249","4.163390514","43.55573403",4,"Los Angeles CA","34.05","-118.25","2761"
"Howze Darin","M","31.98148379","4.690025761","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Huber Kemberly","F","39.92438192","3.715268706","59.88469841",4,"Los Angeles CA","34.05","-118.25","2761"
"Hughes Jon","M","23.46421623","0.408270558","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Hughes Lori","F","40.1962242","3.257425893","92.78792207",4,"Los Angeles CA","34.05","-118.25","2761"
"Hull Diane","F","17.81603987","1.657081757","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Hunt Virginia","F","52.67156671","7.305398967","126.9626995",4,"Los Angeles CA","34.05","-118.25","2761"
"Hunter Lauri","F","52.67051012","4.728659519","101.1037882",4,"Los Angeles CA","34.05","-118.25","2761"
"Hunter May","F","39.4715857","3.104790868","26.9161672",4,"Los Angeles CA","34.05","-118.25","2761"
"Hyatt James","M","32.24133621","3.410747348","17.48720105",4,"Los Angeles CA","34.05","-118.25","2761"
"Inman Madonna","F","39.54843525","6.296929026","5.541190247",4,"Los Angeles CA","34.05","-118.25","2761"
"Inman Santos","M","32.0619123","3.653009261","3.148857731",4,"Los Angeles CA","34.05","-118.25","2761"
"Isabel Diane","F","33.08139867","2.359114005","24.42712402",4,"Los Angeles CA","34.05","-118.25","2761"
"Jackson Glen","M","14.70747982","6.334241303","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jackson Gregory","M","41.99352002","4.063625169","26.32326415",4,"Los Angeles CA","34.05","-118.25","2761"
"Jackson Malissa","F","50.14530977","2.484665726","86.87608602",4,"Los Angeles CA","34.05","-118.25","2761"
"Jackson Michael","M","26.92056055","2.444226309","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jacob Tyree","M","48.54199104","3.148725846","120.8083003",4,"Los Angeles CA","34.05","-118.25","2761"
"Jacobs Dionne","F","47.87261479","5.313756154","86.56303541",4,"Los Angeles CA","34.05","-118.25","2761"
"James Charles","M","50.35583","9.7166332","52.41725143",4,"Los Angeles CA","34.05","-118.25","2761"
"James Patricia","F","44.88311917","2.129850953","117.3467",4,"Los Angeles CA","34.05","-118.25","2761"
"James Susan","F","30.66874239","7.337580477","42.00338154",4,"Los Angeles CA","34.05","-118.25","2761"
"Jamison Marilyn","F","48.10473607","5.343800366","87.60658801",4,"Los Angeles CA","34.05","-118.25","2761"
"Jarnagin Carolyn","F","21.88682418","3.989210532","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jarrell Charlie","M","31.40457649","1.765635554","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jefferson David","M","42.53505101","5.476630716","39.7769449",4,"Los Angeles CA","34.05","-118.25","2761"
"Jenkins Angela","F","15.71344636","6.640614365","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jenkins Douglas","M","41.16975608","3.647294614","31.99943755",4,"Los Angeles CA","34.05","-118.25","2761"
"Jennings William","M","39.48584924","5.646447802","43.97516998",4,"Los Angeles CA","34.05","-118.25","2761"
"Jensen Jared","M","38.38909915","4.228675486","56.38174507",4,"Los Angeles CA","34.05","-118.25","2761"
"Jimenez Daniel","M","51.13327776","6.501768837","95.72282607",4,"Los Angeles CA","34.05","-118.25","2761"
"Jimenez Vivian","F","34.0778634","3.909855595","0.506135647",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Betty","F","40.60419765","3.626445444","66.10589045",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Cris","F","44.27748807","4.0751914","70.84260258",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Cynthia","F","55.1593459","8.002223053","109.6390869",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Helen","F","43.39843399","2.964041905","91.44315314",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Jennifer","F","46.29274642","4.868235097","102.0502852",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Jennifer","F","63.6606","3.567056","110.1393004",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Joyce","F","53.53316686","2.384376929","110.0078558",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Juana","F","39.43471396","5.273780619","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Kelly","F","27.41475415","4.997916844","11.85110049",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Lorenzo","M","49.67882552","4.616227978","99.97229573",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Maria","F","58.57438843","3.650138098","158.8951013",4,"Los Angeles CA","34.05","-118.25","2761"
"Johnson Matthew","M","32.97462884","5.012292521","28.35231258",4,"Los Angeles CA","34.05","-118.25","2761"
"Jolly Antonio","M","39.85301459","6.565809047","52.43340604",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Beulah","F","21.51047689","4.598178089","4.296643201",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Charles","M","38.54354103","5.819382254","9.389092278",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Gene","M","50.15092496","2.982812111","59.47312475",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Glenn","M","25.07505988","3.509953251","0",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Herman","M","29.13863993","4.921574721","1.854739668",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Jon","M","38.09933787","7.918180181","61.36305503",4,"Los Angeles CA","34.05","-118.25","2761"
"Jones Ralph","M","57.45097248","3.598299413","116.1146014",4,"Los Angeles CA","34.05","-118.25","2761"
"Keating David","M","35.97228115","3.579663341","65.57723116",4,"Los Angeles CA","34.05","-118.25","2761"
"Keaton James","M","39.47992318","5.657017216","42.46184239",4,"Los Angeles CA","34.05","-118.25","2761"
"Kee Jessica","F","45.64511257","5.016742503","69.21829203",4,"Los Angeles CA","34.05","-118.25","2761"
"Keeton Thomas","M","36.51845846","3.685921222","48.23637962",4,"Los Angeles CA","34.05","-118.25","2761"
"Kelley Michael","M","29.91782704","8.066435459","14.9459044",4,"Los Angeles CA","34.05","-118.25","2761"
"Kelly Martin","M","53.94771613","5.27068251","108.0755127",4,"Los Angeles CA","34.05","-118.25","2761"
